customer,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,state,total_claim_amount,vehicle_class
SK46419,407284.94,High School or Below,M,96443.0,102.0,0.0,Personal Auto,California,489.6,SUV
BY88757,518246.23,Master,M,0.0,135.0,0.0,Personal Auto,California,939.528475,SUV
ER65086,613166.32,Doctor,M,90778.0,76.0,0.0,Personal Auto,Nevada,62.291009,Four-Door Car
TP87527,239213.11,High School or Below,F,0.0,65.0,0.0,Corporate Auto,California,361.181122,Four-Door Car
VL80291,320966.3,Master,F,78494.0,79.0,0.0,Personal Auto,Nevada,122.305677,Two-Door Car
WL45773,280860.6,Doctor,F,83497.0,69.0,0.0,Special Auto,California,196.523187,Four-Door Car
TT36693,436293.12,College,M,58842.0,110.0,0.0,Personal Auto,Nevada,528.0,Four-Door Car
PT12544,688046.89,College,M,63935.0,87.0,0.0,Personal Auto,Arizona,221.61885,Four-Door Car
CI24326,359106.67,Bachelor,M,0.0,96.0,0.0,Personal Auto,Oregon,460.8,Four-Door Car
YQ73717,520125.22,High School or Below,M,0.0,69.0,0.0,Personal Auto,California,331.2,Four-Door Car
FG99706,552154.26,College,F,0.0,77.0,0.0,Personal Auto,Oregon,369.6,Four-Door Car
OM63414,507165.15,Bachelor,F,62258.0,65.0,0.0,Personal Auto,Arizona,117.450428,Two-Door Car
JQ74890,292168.14,Bachelor,M,0.0,80.0,0.0,Corporate Auto,Nevada,739.310493,Four-Door Car
FP93662,1580653.4,Master,F,58516.0,98.0,0.0,Corporate Auto,California,470.4,Two-Door Car
SA40041,574988.38,Bachelor,F,22814.0,73.0,0.0,Personal Auto,Washington,360.773462,Four-Door Car
EW82164,416741.96,Bachelor,F,56901.0,104.0,0.0,Personal Auto,California,499.2,SUV
KV99550,651495.4,High School or Below,M,0.0,61.0,0.0,Personal Auto,California,292.8,Four-Door Car
CA96230,918951.83,Doctor,M,99443.0,117.0,0.0,Personal Auto,California,228.049424,SUV
QN17712,823122.34,College,F,0.0,113.0,0.0,Personal Auto,Oregon,373.073162,SUV
KM79894,309517.54,Master,M,88246.0,77.0,0.0,Corporate Auto,Arizona,428.608683,Four-Door Car
KR25511,600521.48,High School or Below,M,26876.0,76.0,0.0,Corporate Auto,Washington,364.8,Four-Door Car
DZ45471,758211.38,College,M,64801.0,64.0,0.0,Personal Auto,Nevada,268.471802,Four-Door Car
DE18949,1634460.81,College,F,57029.0,68.0,0.0,Corporate Auto,Oregon,135.788525,Two-Door Car
BN74268,1176315.25,College,F,28045.0,99.0,0.0,Personal Auto,Arizona,475.2,Four-Door Car
QJ93301,405337.38,Master,M,44661.0,101.0,0.0,Personal Auto,Nevada,436.836944,Two-Door Car
OO92815,331115.79,High School or Below,F,21246.0,83.0,0.0,Personal Auto,Arizona,398.4,Four-Door Car
HV50891,352804.43,Doctor,M,31278.0,92.0,0.0,Personal Auto,Nevada,441.6,Two-Door Car
RK59543,559538.99,High School or Below,F,74454.0,71.0,0.0,Personal Auto,California,340.8,Four-Door Car
IH54239,508969.43,Master,M,62474.0,63.0,0.0,Personal Auto,California,112.120881,Four-Door Car
GB14456,2233716.31,High School or Below,M,0.0,130.0,0.0,Personal Auto,Nevada,1376.910777,SUV
RC95515,479283.05,College,M,20647.0,63.0,0.0,Personal Auto,Arizona,185.061408,Four-Door Car
TI61458,2778969.24,Bachelor,F,33806.0,89.0,0.0,Personal Auto,California,395.729716,Four-Door Car
RB49468,751166.06,Bachelor,F,0.0,70.0,0.0,Personal Auto,Oregon,340.201412,Four-Door Car
SJ18454,1876755.16,High School or Below,M,0.0,111.0,0.0,Personal Auto,Oregon,900.14526,Luxury
KC19420,498764.31,College,F,19589.0,127.0,0.0,Personal Auto,California,1027.010512,SUV
TP12241,512319.68,College,F,22338.0,67.0,0.0,Personal Auto,California,307.801098,Two-Door Car
BD89564,598977.39,College,M,66839.0,154.0,0.0,Personal Auto,Nevada,739.2,Luxury
EC71986,242928.05,High School or Below,F,26736.0,63.0,0.0,Personal Auto,Washington,367.92773,Four-Door Car
CJ97736,582818.22,College,F,31364.0,74.0,0.0,Personal Auto,Oregon,461.269135,Four-Door Car
QF59448,283158.77,College,M,17752.0,77.0,0.0,Personal Auto,Washington,369.6,Four-Door Car
YB70005,976793.69,College,M,36225.0,123.0,0.0,Special Auto,Oregon,221.048602,SUV
QI40455,1209791.22,Doctor,F,0.0,107.0,0.0,Personal Auto,Oregon,271.014511,SUV
YL72747,226531.86,High School or Below,M,0.0,61.0,0.0,Personal Auto,California,292.8,Four-Door Car
FL18392,571908.87,Bachelor,F,77601.0,71.0,0.0,Personal Auto,California,276.640352,Two-Door Car
AL21967,1017147.78,Master,M,74243.0,84.0,0.0,Corporate Auto,Oregon,71.311211,Four-Door Car
KC67431,1051715.64,College,F,46707.0,133.0,0.0,Personal Auto,California,80.70505,Luxury
EG40823,430347.14,Bachelor,F,0.0,116.0,0.0,Personal Auto,Oregon,765.566699,SUV
QO89177,1192675.33,College,M,50234.0,101.0,0.0,Personal Auto,California,484.8,Four-Door Car
AV72430,1653170.38,Master,M,75526.0,103.0,0.0,Personal Auto,Oregon,494.4,Four-Door Car
TL18087,305928.21,Bachelor,M,65083.0,77.0,0.0,Personal Auto,Washington,369.6,Four-Door Car
WI29961,543744.37,High School or Below,M,28343.0,69.0,0.0,Personal Auto,Nevada,331.2,Two-Door Car
ZR11692,510329.66,Bachelor,M,74948.0,64.0,0.0,Corporate Auto,California,216.744457,Four-Door Car
No36572,458310.09,High School or Below,M,22728.0,116.0,0.0,Personal Auto,Oregon,556.8,Four-Door Car
YZ56105,640962.75,High School or Below,F,0.0,99.0,0.0,Personal Auto,California,712.8,Two-Door Car
MN62189,899198.45,High School or Below,F,17331.0,117.0,0.0,Personal Auto,California,1138.255325,SUV
MQ32284,1223277.63,College,F,35133.0,102.0,0.0,Personal Auto,California,692.962785,SUV
NS38229,512603.89,College,F,63147.0,64.0,0.0,Personal Auto,Nevada,87.565229,Four-Door Car
IB41597,1101416.36,College,F,67575.0,91.0,0.0,Personal Auto,California,401.60781,Four-Door Car
IP68868,381961.95,High School or Below,M,0.0,111.0,0.0,Personal Auto,Oregon,799.2,Two-Door Car
EL70257,840439.51,High School or Below,F,48315.0,71.0,0.0,Personal Auto,California,340.8,Four-Door Car
NB27041,903567.11,High School or Below,F,34337.0,113.0,0.0,Corporate Auto,Arizona,542.4,Four-Door Car
BM28359,545370.76,High School or Below,M,33818.0,72.0,0.0,Personal Auto,Oregon,341.878002,Four-Door Car
VB77950,376636.66,High School or Below,F,22439.0,98.0,0.0,Personal Auto,California,470.4,Four-Door Car
PE47967,728393.44,College,F,79055.0,186.0,0.0,Personal Auto,Oregon,177.635183,Luxury
QR47308,274524.98,College,F,45191.0,69.0,0.0,Personal Auto,Nevada,330.782934,Four-Door Car
YU49449,262627.94,Bachelor,M,41990.0,66.0,0.0,Personal Auto,California,316.8,Four-Door Car
KN25124,245681.66,Master,F,50979.0,61.0,0.0,Personal Auto,Oregon,262.842655,Two-Door Car
HI51182,845367.77,College,F,59888.0,106.0,0.0,Personal Auto,Oregon,712.682559,Four-Door Car
MS18916,350856.95,College,M,20978.0,98.0,0.0,Personal Auto,California,1176.2788,Four-Door Car
IE40701,287735.43,High School or Below,M,32807.0,73.0,0.0,Personal Auto,California,350.4,Four-Door Car
UT48216,784016.58,College,M,58414.0,210.0,0.0,Personal Auto,Nevada,1008.0,Luxury
VN92740,277104.5,College,F,50071.0,71.0,0.0,Corporate Auto,Arizona,18.918935,Two-Door Car
IZ55070,533948.83,High School or Below,F,67796.0,69.0,0.0,Personal Auto,Nevada,331.2,Four-Door Car
HI74419,809287.7,College,M,50825.0,102.0,0.0,Personal Auto,Washington,369.614729,SUV
MP76478,864650.41,High School or Below,F,64125.0,108.0,0.0,Corporate Auto,Washington,369.818708,SUV
DY30071,565923.84,Bachelor,M,69387.0,71.0,0.0,Personal Auto,Oregon,71.517444,Four-Door Car
ZN24083,553246.23,Doctor,M,29084.0,71.0,0.0,Corporate Auto,Oregon,492.088331,Four-Door Car
JU74347,794351.33,Bachelor,M,60214.0,100.0,0.0,Corporate Auto,Oregon,291.287905,Luxury
YJ35850,977460.58,High School or Below,M,96018.0,122.0,0.0,Personal Auto,Oregon,390.88142,SUV
IE15348,406700.47,High School or Below,F,28466.0,102.0,0.0,Personal Auto,Washington,371.802628,SUV
GP67816,2320839.42,High School or Below,F,60233.0,116.0,0.0,Personal Auto,California,481.265179,Two-Door Car
PW51793,732589.27,Bachelor,M,52920.0,93.0,0.0,Personal Auto,Oregon,1101.05432,Four-Door Car
UF59346,417034.07,Bachelor,M,90310.0,104.0,0.0,Personal Auto,California,166.355491,SUV
FG29932,784016.58,College,M,58414.0,210.0,0.0,Special Auto,California,1008.0,Luxury
UX71137,887596.55,Doctor,F,69205.0,110.0,0.0,Personal Auto,Washington,372.362565,Four-Door Car
BY54111,1937890.78,High School or Below,M,21159.0,73.0,0.0,Personal Auto,Oregon,350.4,Four-Door Car
RM83767,597099.57,College,M,64008.0,85.0,0.0,Personal Auto,Washington,372.893812,Four-Door Car
PT15464,914887.79,Bachelor,F,68236.0,114.0,0.0,Personal Auto,Arizona,20.725611,SUV
BP92643,1377097.62,High School or Below,F,59207.0,116.0,0.0,Personal Auto,Arizona,556.8,Four-Door Car
BW94308,2009689.34,High School or Below,F,92766.0,71.0,0.0,Personal Auto,Washington,379.029102,Two-Door Car
GQ46925,582168.43,High School or Below,M,77563.0,143.0,0.0,Personal Auto,Arizona,545.999699,Luxury
RF14806,309580.34,College,F,33415.0,78.0,0.0,Personal Auto,Arizona,374.4,Four-Door Car
KJ23009,1059854.25,Bachelor,F,20179.0,133.0,0.0,Corporate Auto,California,638.4,SUV
IB81655,769512.3,Bachelor,M,50147.0,101.0,0.0,Personal Auto,California,484.8,SUV
SV62436,304179.16,Bachelor,none,13789.0,79.0,0.0,Personal Auto,Washington,379.2,Four-Door Car
HR64684,868982.25,Master,M,0.0,99.0,0.0,Personal Auto,Oregon,475.2,Four-Door Car
QS96715,813177.92,High School or Below,F,93715.0,102.0,0.0,Personal Auto,Nevada,254.83769,SUV
SW55711,381532.16,High School or Below,M,23540.0,103.0,0.0,Corporate Auto,Oregon,494.4,Two-Door Car
LZ19268,1163889.95,College,F,25370.0,102.0,0.0,Personal Auto,California,489.6,Luxury
FU74983,2280053.54,Bachelor,F,68771.0,96.0,0.0,Personal Auto,Nevada,276.268778,Four-Door Car
KB99097,446299.7,Bachelor,F,0.0,73.0,0.0,Special Auto,California,350.4,Two-Door Car
AP52126,1315183.2,College,F,68562.0,108.0,0.0,Personal Auto,Oregon,228.498823,SUV
EX61844,1401997.55,High School or Below,M,36733.0,71.0,0.0,Personal Auto,Arizona,327.078047,Four-Door Car
QC30857,293115.52,College,F,45768.0,73.0,0.0,Personal Auto,Nevada,191.934494,Two-Door Car
RT69513,477475.17,Bachelor,F,0.0,64.0,0.0,Personal Auto,California,307.2,Four-Door Car
HV85198,847141.75,Master,M,63513.0,70.0,0.0,Personal Auto,Arizona,185.667213,Four-Door Car
BS91566,543121.91,College,F,58161.0,68.0,0.0,Corporate Auto,Arizona,140.747286,Four-Door Car
IL40123,568964.41,College,F,83640.0,70.0,0.0,Corporate Auto,Nevada,471.050488,Two-Door Car
MY32149,368672.38,Master,F,0.0,96.0,0.0,Personal Auto,California,28.460568,Two-Door Car
SA91515,399258.39,Bachelor,M,0.0,111.0,0.0,Personal Auto,California,700.349052,SUV
SA25987,3479.137523,High School or Below,M,0.0,104.0,0.0,Personal Auto,Washington,499.2,Two-Door Car
TB86706,2502.637401,Master,M,0.0,66.0,0.0,Personal Auto,Arizona,3.468912,Two-Door Car
ZL73902,3265.156348,Bachelor,F,25820.0,82.0,0.0,Personal Auto,Nevada,393.6,Four-Door Car
KX23516,4455.843406,High School or Below,F,0.0,121.0,0.0,Personal Auto,California,699.615192,SUV
FN77294,7704.95848,High School or Below,M,30366.0,101.0,2.0,Personal Auto,California,484.8,SUV
VI78454,2750.705045,College,M,51789.0,70.0,0.0,Personal Auto,Arizona,336.0,Four-Door Car
FP59138,13024.13012,Master,M,0.0,125.0,0.0,Personal Auto,Oregon,900.0,SUV
XN62489,2538.62632,Bachelor,M,18608.0,71.0,0.0,Corporate Auto,Oregon,340.8,Four-Door Car
GP66031,2585.955652,College,F,83758.0,64.0,0.0,Corporate Auto,California,106.591949,Two-Door Car
IX68587,5096.673223,Master,F,22886.0,65.0,0.0,Personal Auto,Nevada,312.0,Four-Door Car
HX17929,10083.48688,High School or Below,F,11828.0,90.0,0.0,Personal Auto,California,571.479602,Four-Door Car
IC59236,4943.386117,College,F,44762.0,62.0,0.0,Corporate Auto,California,114.51444,Four-Door Car
VG31922,6516.214888,Bachelor,F,0.0,175.0,0.0,Personal Auto,Nevada,1221.143438,SUV
HP87787,8838.085637,Bachelor,M,82664.0,114.0,3.0,Corporate Auto,Arizona,133.425609,SUV
AL78075,3810.238281,High School or Below,M,0.0,108.0,0.0,Personal Auto,Oregon,777.6,Four-Door Car
WA97671,6334.466403,Bachelor,M,0.0,63.0,0.0,Personal Auto,Arizona,302.4,Four-Door Car
QZ77637,11665.09779,College,F,84978.0,72.0,1.0,Corporate Auto,Washington,166.77296,Four-Door Car
FP11777,10972.06778,Doctor,M,24164.0,137.0,0.0,Corporate Auto,California,657.6,Luxury
ID45268,6006.963446,College,F,0.0,80.0,0.0,Personal Auto,California,488.910614,Four-Door Car
AX86150,2656.713092,High School or Below,M,62777.0,67.0,0.0,Personal Auto,Washington,101.288069,Two-Door Car
MW57614,2359.423599,Bachelor,F,19864.0,63.0,0.0,Personal Auto,Arizona,352.394515,Four-Door Car
TJ30081,12036.62051,Bachelor,M,44428.0,104.0,0.0,Personal Auto,Arizona,499.2,SUV
FW44940,8467.387317,Bachelor,F,21139.0,113.0,0.0,Personal Auto,California,656.798232,Luxury
CS55808,9392.557553,College,M,0.0,88.0,0.0,Personal Auto,California,851.146266,Four-Door Car
WZ61178,5227.230377,Bachelor,F,11896.0,69.0,0.0,Personal Auto,California,476.254583,Two-Door Car
IV55977,2693.75925,Bachelor,M,0.0,73.0,1.0,Personal Auto,Oregon,350.4,Two-Door Car
YC67208,2227.072755,High School or Below,M,27972.0,61.0,0.0,Personal Auto,California,292.8,Four-Door Car
LZ89773,2326.864833,Doctor,M,0.0,62.0,0.0,Personal Auto,California,624.711448,Four-Door Car
IP52990,16794.31422,High School or Below,F,38399.0,106.0,0.0,Personal Auto,Oregon,368.890904,SUV
VF73104,5016.827946,High School or Below,F,20868.0,63.0,0.0,Personal Auto,Arizona,134.629643,Four-Door Car
OC80343,7757.924239,Bachelor,M,49682.0,101.0,0.0,Personal Auto,Oregon,198.84453,SUV
EL89222,8609.158215,Bachelor,F,79090.0,107.0,0.0,Personal Auto,California,289.040734,SUV
QB14114,5275.056933,High School or Below,F,81850.0,132.0,0.0,Personal Auto,Oregon,429.860895,Luxury
HM41195,5746.32619,High School or Below,M,22906.0,76.0,0.0,Personal Auto,Arizona,519.883102,Four-Door Car
JT41591,2705.987629,College,M,0.0,83.0,1.0,Personal Auto,Washington,398.4,Four-Door Car
HE15857,6186.265217,Bachelor,M,37138.0,83.0,2.0,Personal Auto,Washington,417.28389,Two-Door Car
KI64666,22445.28088,Bachelor,F,0.0,71.0,0.0,Personal Auto,Nevada,511.2,Four-Door Car
JC33752,6277.844624,College,F,21024.0,82.0,1.0,Personal Auto,Oregon,450.129276,Two-Door Car
JA25453,7215.821106,High School or Below,M,0.0,103.0,0.0,Personal Auto,California,741.6,Four-Door Car
AJ69778,6514.430592,High School or Below,F,77135.0,84.0,3.0,Personal Auto,Oregon,98.372265,Four-Door Car
FQ83162,34708.87261,College,M,0.0,109.0,0.0,Personal Auto,Washington,718.700718,Luxury
EY89842,4216.19522,Bachelor,M,0.0,114.0,0.0,Corporate Auto,Arizona,820.8,SUV
TG69238,13158.37206,Bachelor,F,72845.0,108.0,0.0,Personal Auto,Oregon,463.000336,SUV
UI63465,2917.539465,High School or Below,F,51622.0,74.0,0.0,Corporate Auto,Oregon,355.2,Four-Door Car
WX33904,6355.678846,Bachelor,M,0.0,61.0,0.0,Special Auto,Arizona,292.8,Two-Door Car
HA20933,13269.59942,Bachelor,F,15616.0,114.0,1.0,Personal Auto,Oregon,547.2,SUV
BU16704,5880.256499,High School or Below,F,0.0,82.0,0.0,Personal Auto,Oregon,590.4,Four-Door Car
JV68002,5926.729379,College,M,23091.0,96.0,5.0,Corporate Auto,Washington,460.8,Four-Door Car
PM78410,4121.252137,Bachelor,F,0.0,67.0,3.0,Personal Auto,Oregon,482.4,Two-Door Car
PU92298,7956.152761,Bachelor,F,22699.0,74.0,4.0,Personal Auto,Arizona,355.2,Four-Door Car
AA16582,24127.50402,Bachelor,M,14072.0,71.0,0.0,Personal Auto,Washington,511.2,Four-Door Car
AZ87715,26864.20332,High School or Below,F,81713.0,74.0,0.0,Personal Auto,California,332.224293,Four-Door Car
GI89160,31934.62164,Bachelor,F,56516.0,199.0,0.0,Personal Auto,California,955.2,Luxury
WV57813,5132.684537,Bachelor,F,0.0,73.0,0.0,Personal Auto,Oregon,525.6,Four-Door Car
EW86465,4759.624343,High School or Below,M,26747.0,61.0,0.0,Corporate Auto,Arizona,404.074203,Four-Door Car
UW70224,2637.942355,College,F,63422.0,66.0,0.0,Personal Auto,Oregon,355.922452,Four-Door Car
LU12532,6503.397049,High School or Below,F,22081.0,84.0,0.0,Personal Auto,California,451.670309,Two-Door Car
WD48852,12786.66898,College,F,0.0,180.0,0.0,Special Auto,Oregon,1296.0,Luxury
BH43379,3147.973444,Bachelor,F,29698.0,83.0,2.0,Personal Auto,Oregon,215.884804,Four-Door Car
GV59387,5618.485357,College,F,24518.0,74.0,0.0,Personal Auto,California,241.656325,Two-Door Car
LQ76410,3230.576665,College,M,62873.0,81.0,0.0,Special Auto,Arizona,207.75186,Four-Door Car
MF19231,7434.675149,Master,M,28377.0,94.0,0.0,Personal Auto,California,451.2,Four-Door Car
XS47087,11714.78278,College,M,21102.0,100.0,0.0,Personal Auto,Oregon,480.0,SUV
IL56791,2009.772923,Bachelor,M,0.0,65.0,2.0,Personal Auto,Oregon,312.0,Two-Door Car
UV88036,6625.472768,High School or Below,F,0.0,88.0,0.0,Personal Auto,Nevada,539.280951,Four-Door Car
SE76116,9567.711298,Bachelor,M,81410.0,119.0,0.0,Personal Auto,California,221.188327,SUV
GJ63103,18474.71111,High School or Below,F,27869.0,67.0,0.0,Personal Auto,Oregon,482.4,Two-Door Car
PL78574,12157.32992,High School or Below,M,57449.0,103.0,0.0,Personal Auto,Arizona,494.4,Four-Door Car
NV69875,2956.358303,High School or Below,M,40901.0,74.0,0.0,Corporate Auto,Oregon,13.628274,Four-Door Car
MC38650,3963.394851,High School or Below,M,88701.0,99.0,0.0,Personal Auto,Nevada,171.830049,Two-Door Car
No73819,10896.04838,Master,F,29365.0,137.0,0.0,Personal Auto,California,657.6,Luxury
OW84864,6081.048248,College,F,0.0,82.0,0.0,Personal Auto,California,393.6,Four-Door Car
BV91898,30141.61738,Bachelor,F,0.0,103.0,0.0,Personal Auto,Arizona,1060.310769,SUV
WQ54314,5737.233278,Bachelor,F,56455.0,73.0,2.0,Personal Auto,Oregon,350.4,Four-Door Car
NM57315,16979.79757,Bachelor,M,35095.0,73.0,0.0,Special Auto,California,525.6,Two-Door Car
JB51220,10915.35877,High School or Below,F,0.0,155.0,1.0,Corporate Auto,Oregon,1116.0,Luxury
EN77569,3808.122147,College,F,94903.0,94.0,0.0,Special Auto,Oregon,451.2,Two-Door Car
YP47665,5408.911507,Doctor,M,80192.0,67.0,0.0,Personal Auto,Washington,95.193157,Four-Door Car
QO54008,13419.39623,Master,M,0.0,122.0,0.0,Personal Auto,Oregon,827.786203,SUV
EQ59908,3237.996209,Master,M,60244.0,83.0,3.0,Corporate Auto,California,326.281835,Four-Door Car
YU72540,10357.62776,College,F,52735.0,65.0,0.0,Personal Auto,Arizona,123.512596,Four-Door Car
BZ50261,11619.91802,High School or Below,F,78275.0,72.0,0.0,Personal Auto,Arizona,25.336642,Two-Door Car
QE92747,8209.054963,Bachelor,F,77282.0,102.0,0.0,Corporate Auto,Oregon,489.6,Four-Door Car
KG83280,3096.511217,College,F,21604.0,79.0,0.0,Personal Auto,California,379.2,Four-Door Car
IL42365,4804.35851,High School or Below,F,51962.0,125.0,4.0,Personal Auto,Arizona,788.206874,Luxury
FI86516,4786.054889,Bachelor,F,0.0,68.0,0.0,Corporate Auto,Oregon,489.6,Four-Door Car
FV14881,15886.03136,Doctor,F,56362.0,197.0,1.0,Personal Auto,California,945.6,Luxury
RR54950,5285.079293,College,M,85753.0,66.0,1.0,Special Auto,Arizona,316.8,Four-Door Car
FC70869,2945.370362,High School or Below,F,36167.0,76.0,3.0,Personal Auto,Arizona,364.8,Two-Door Car
PB60303,18089.79629,Master,F,68568.0,223.0,1.0,Personal Auto,Oregon,1070.4,Luxury
HO50571,10208.92761,College,F,35482.0,129.0,0.0,Personal Auto,California,619.2,SUV
BH86846,20708.25881,High School or Below,M,92079.0,65.0,1.0,Corporate Auto,Washington,114.798771,Four-Door Car
PC42162,5247.852585,Bachelor,M,0.0,77.0,0.0,Personal Auto,Oregon,554.4,Two-Door Car
KD21661,5179.55248,College,M,0.0,165.0,2.0,Personal Auto,California,1188.0,SUV
FZ73016,4513.435299,Bachelor,F,34558.0,113.0,0.0,Personal Auto,California,376.529086,SUV
HJ19927,5297.625945,Master,M,14775.0,69.0,0.0,Personal Auto,Nevada,170.939409,Four-Door Car
RJ99408,5377.014781,High School or Below,M,35637.0,68.0,0.0,Personal Auto,California,326.4,Four-Door Car
EL81968,7661.388132,Bachelor,M,66726.0,97.0,1.0,Personal Auto,Oregon,335.840529,Two-Door Car
WU86174,2677.279707,Bachelor,F,0.0,72.0,0.0,Personal Auto,California,345.6,Four-Door Car
DN21342,6877.817669,College,F,0.0,96.0,0.0,Personal Auto,Oregon,460.8,Four-Door Car
PB60406,5714.232848,Doctor,F,79719.0,71.0,0.0,Personal Auto,California,425.924132,Four-Door Car
IY37465,4929.549699,Bachelor,M,25632.0,63.0,0.0,Corporate Auto,Arizona,351.270869,Two-Door Car
LF55270,10484.91535,College,F,61108.0,89.0,0.0,Personal Auto,Oregon,49.451117,Four-Door Car
UV69038,9490.406534,College,M,0.0,137.0,0.0,Corporate Auto,California,657.6,SUV
IS63925,7805.31287,College,F,21073.0,106.0,1.0,Personal Auto,Arizona,508.8,SUV
CQ21583,21274.34205,Doctor,M,17932.0,79.0,0.0,Personal Auto,Oregon,379.2,Four-Door Car
PR21713,5838.89915,High School or Below,M,81082.0,73.0,0.0,Personal Auto,Nevada,281.295903,Four-Door Car
XE10977,2677.495763,High School or Below,F,71684.0,66.0,0.0,Personal Auto,Oregon,196.065149,Two-Door Car
JG87029,2374.798861,High School or Below,M,57338.0,61.0,0.0,Personal Auto,Oregon,292.8,Two-Door Car
BK21146,22103.5072,College,M,0.0,102.0,0.0,Personal Auto,Arizona,489.6,SUV
WE19034,2427.770513,College,M,24409.0,62.0,0.0,Corporate Auto,Oregon,297.6,Four-Door Car
DF62718,7294.40195,High School or Below,F,83488.0,90.0,0.0,Personal Auto,California,432.784577,Four-Door Car
MS59254,11360.46496,High School or Below,M,0.0,104.0,0.0,Corporate Auto,Washington,773.346065,Two-Door Car
WC65050,2811.956395,Master,F,62537.0,71.0,1.0,Personal Auto,California,354.199664,Two-Door Car
ST27958,4386.277558,College,M,10621.0,67.0,0.0,Personal Auto,Washington,321.6,Four-Door Car
XZ81226,6446.918637,Bachelor,F,43478.0,80.0,0.0,Personal Auto,Arizona,384.0,Four-Door Car
TU53781,8427.172486,Bachelor,F,46503.0,215.0,1.0,Corporate Auto,Oregon,1032.0,Luxury
GC93551,5290.127299,High School or Below,F,27179.0,66.0,0.0,Personal Auto,Oregon,344.201601,Four-Door Car
MO33279,5592.455266,College,F,62229.0,70.0,0.0,Personal Auto,California,336.0,Two-Door Car
LD20926,18892.19767,Bachelor,F,0.0,92.0,1.0,Personal Auto,Arizona,441.6,Two-Door Car
PW90662,13623.62257,College,M,67060.0,126.0,4.0,Personal Auto,Oregon,339.000467,SUV
WS53288,25464.82059,College,F,13663.0,97.0,0.0,Personal Auto,Oregon,465.6,Four-Door Car
HE84643,2175.624856,High School or Below,F,0.0,63.0,0.0,Personal Auto,California,453.6,Four-Door Car
CL37990,6699.222525,Bachelor,F,0.0,99.0,1.0,Corporate Auto,Arizona,699.67536,Four-Door Car
HR87252,9043.678095,Bachelor,F,97745.0,113.0,0.0,Personal Auto,California,695.136477,Luxury
SB27146,4369.041685,High School or Below,F,26026.0,116.0,1.0,Personal Auto,Oregon,283.670312,Two-Door Car
KI58952,51337.90677,College,F,72794.0,164.0,1.0,Personal Auto,California,50.454459,SUV
RM21896,28699.89392,College,F,47730.0,91.0,0.0,Personal Auto,Oregon,219.440024,Four-Door Car
JS38272,4270.034394,College,M,0.0,122.0,0.0,Personal Auto,Arizona,725.870693,SUV
NJ15094,5345.994644,Bachelor,F,0.0,72.0,0.0,Personal Auto,Washington,345.6,Four-Door Car
MZ88454,4774.747415,Bachelor,F,0.0,70.0,0.0,Personal Auto,Oregon,336.0,Four-Door Car
PO27978,14727.50526,Doctor,F,97785.0,73.0,0.0,Personal Auto,Oregon,236.614219,Two-Door Car
VT28596,4755.47946,High School or Below,F,0.0,66.0,0.0,Personal Auto,California,712.309237,Four-Door Car
TI19722,3436.134281,Doctor,M,30817.0,88.0,0.0,Corporate Auto,Washington,91.834668,Four-Door Car
DO83038,8355.774443,College,F,64502.0,70.0,0.0,Personal Auto,California,39.336222,Two-Door Car
AG62087,3412.566597,Bachelor,M,30335.0,87.0,0.0,Corporate Auto,California,326.132867,Four-Door Car
BA56812,6185.337641,Master,M,21020.0,80.0,0.0,Corporate Auto,Oregon,178.371281,Four-Door Car
QF74147,8456.722498,College,F,84574.0,70.0,0.0,Special Auto,California,167.459769,Four-Door Car
RN88075,3021.938522,Bachelor,F,0.0,84.0,0.0,Personal Auto,Washington,700.725788,Two-Door Car
OG71924,6966.142868,Master,F,0.0,93.0,0.0,Personal Auto,Oregon,436.143226,Four-Door Car
YF87007,10083.48688,High School or Below,F,11828.0,90.0,0.0,Corporate Auto,Oregon,571.479602,Four-Door Car
ZL18631,2539.990699,College,F,54889.0,63.0,0.0,Personal Auto,Arizona,302.4,Four-Door Car
BZ71120,8456.455313,College,F,89918.0,105.0,0.0,Personal Auto,Oregon,367.230882,SUV
UP60200,26576.31541,Bachelor,M,87002.0,110.0,0.0,Personal Auto,California,199.851173,Two-Door Car
XZ64172,10963.95723,High School or Below,M,55687.0,276.0,0.0,Corporate Auto,Oregon,1324.8,Luxury
CA47176,9671.98323,Bachelor,M,17103.0,87.0,0.0,Personal Auto,Oregon,417.6,Two-Door Car
CI68869,1898.683686,College,F,0.0,70.0,5.0,Personal Auto,Arizona,702.020904,Two-Door Car
XT10744,8595.146838,College,M,28441.0,73.0,0.0,Special Auto,Arizona,686.020135,Two-Door Car
HT48275,5532.753182,Bachelor,M,91212.0,69.0,0.0,Personal Auto,Oregon,270.311239,Two-Door Car
HB48073,9371.773682,Bachelor,F,66325.0,117.0,0.0,Corporate Auto,Arizona,497.719213,SUV
MD43085,3975.321516,Doctor,F,67895.0,101.0,4.0,Personal Auto,Oregon,403.937672,Four-Door Car
NJ11986,4456.016549,Master,F,29550.0,114.0,1.0,Corporate Auto,Arizona,118.750512,Two-Door Car
HH55884,3495.891476,College,M,10275.0,97.0,0.0,Personal Auto,Arizona,465.6,Four-Door Car
JP69867,8512.13221,College,M,61725.0,106.0,0.0,Personal Auto,Nevada,508.8,Four-Door Car
